reviewText,overall,Sentiment
"Using it on a Canon 6D. No camplains at all. Really fast access. The adapter itself is not at same level, even though. Bad connection, had to use a previous adapter that I already had.",5,Pozitif
"This is the first class 10 memory card I have had and boy is it fast, I actually bought two, one for my digital camera and one for my Galaxy 2 7.0.  Saves images really fast in my camera and does not slow down my tablet at all, great product at a great price.",5,Pozitif
"It is a memory card, fast as any other class10 card, and SanDisk units rarely lose data.  I wish these guys would keep their marketing on the backside leaving some white space on top so we could write things.  The cheapo-brands do this but not the big guys - idiots.",4,Pozitif
"Perfect for my Sansa Clipp MP3 player.  Plenty fast, and was priced right.",5,Pozitif
"Works great, in my phone now I was running out of space but this came to the rescue now I can take more pics!!!",5,Pozitif
"I have an s3 which are notorious apparently for killing sd cards. Last black friday I bought two normal (the black ones) 32 gb cards and my phone killed both. Sprint swore it was the cards but I defended Sandisk saying how would they sell me two defective cards in a row (~$16 each). I made a deal with Sprint saying if I bought a new card and the phone killed that one they would have to replace my phone and cards at no cost to me, so I bought this one and so far no problems so shame on you Sandisk. 5 stars for product, 0 stars for their greed.",5,Pozitif
"I bought a couple of these to use with a GoPro HERO camera. Since I've never had bad luck with a SanDisk product, I chose this to store my precious photos and videos on. A class 10 device, it can not only store average video, photos and sound, but is fast enough the handle the 3 shot per half second rate the cameras multi-shot mode demands.",5,Pozitif
This is about the same as what you would pay at Costco but you don't have to pay the sales tax. Same card lower price. Nice.,5,Pozitif
"This is a class 10 microSD card, and it works just as advertised. It's very fast- good for recording HD video and such. It's pretty decently priced per gig for a card of its class.However, beware that adapter that comes with it! Put the card in, good luck getting it back out. I made the mistake of doing this to test the memory on my laptop, and actually had to resort to pliers to pull them out, which is probably not a great way to keep the chip in tip-top shape. Note I also said 'them' there- I got two of these and they were both that way, so I doubt it was just a manufacturing defect.Buy the memory, throw away the adapters. Seriously, they are dangerous to use and for all intents and purposes convert it into a standard SD card permanently.Pro:ReliableFastGood priceCon:Adapter: It's a trap!",4,Pozitif
"There's not a lot one can say about a micro SD card. This one has this cool red stripe on it. It's Class 10, making it fast. It works. 'Nuff said.My application was for mounting in a Microsoft Surface RT tablet. I encrypted it with BitLocker to be safe. No problems.",5,Pozitif
"Works good with Nokia Lumia 822. Has plenty of space for music, pictures and especially for movies at high resolution.",5,Pozitif
I purchased this product specifically to utilize it for my Sony Action Cam's.  The SanDisk product works well with it.  I have and not problems whatsoever.  I would recommend  this product for use with the Sony Action Cam or any camera requiring a Micro SDHC card.,5,Pozitif
"This is exactly what I need.Plenty space for just about anything.Works on computers/laptops, PSPs w/adapter, cameras, camcorders, etc.",5,Pozitif
This card worked well with my last two smart phones and holds all my favorite music with enough extra storage for photos.,5,Pozitif
"I feel a little cheated, they state that this is the best for android phone yet it failed. I never even removed.i have had other memory cards last me years upon years.  Have to look for another one so disappointed. The phone moved smoother but not sure it is worth it",3,Negatif
"Not much to say about this other than it works fine.  The included adapter was difficult to remove the microSDHC card from, but that may be due to my big fingers (plus the card is very small as one would expect from micro naming).  The speed is more than adequate with no buffering issues noticed from video capture on a phone at HD(720) resolution.  Recommended.",5,Pozitif
Needed a memory card for my phone (Samsung Galaxy III) and this works fine for it.  No problems at all.,5,Pozitif
I have plenty of space for my pics and songs that I store on my SD card. The adaptor helps in easy transfer to my laptop.,5,Pozitif
"works great, i trust SanDisk for quality.  I would recommend this sd card to anyone who is looking for a large storage card for videos.",4,Pozitif
"I am going to start spending a little more money if needed and start buying Transcend. The one Transcend thumb drive I've purchased, 64G, works great and always has. The SanDisk 64G thumb drive always had some kind of annoying problem until it finally quit working. Everything I've been told to do to reformat and reset it doesn't help. And FYI, I ALWAYS ejected the drive before I disconnected it. These memory cards from SanDisk that I've bought also have these little headaches all the time. All my Transcend work great and they have been faster to copy my 40G worth of music to. Spend the little extra money if need be and buy the Transcend.",1,Negatif
I've used this card for about 3 months now and have not had a bit of trouble.  I notice to delay while the phone writes to the memory after taking pictures or shooting full HD video.,5,Pozitif
I have a Samsung Note 8 tablet and by adding this 64 GB SD card it saved me quite a bit as I did not have to move to 32 GB internal disk - - Simply just slipped the 64 GB into SD slot and off we go.,5,Pozitif
"This is my 4th unit that I had purchased from SanDisk. Used it in a Sony Z Tablet, Note 2, S4, Q10 and most recently the Sony Z1 smartphone. Data transfer speeds are quick and you get consistent transfers without any errors.A worth buy!",5,Pozitif
Always happy with my Sandisk cards.  Used this one for my new Contour Roam.  Worked like a charm.....Awesome quality..Thanks Amazon!,5,Pozitif
